C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,194,135,149,129,208,66,231,295
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,198,141,146,137,224,80,263,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,199,141,146,137,224,80,263,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,199,141,147,137,224,80,263,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,199,141,147,137,224,80,263,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,199,141,147,137,224,80,263,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,199,141,147,137,224,80,263,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,200,141,147,137,224,80,263,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,200,141,147,137,224,80,263,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,200,142,147,137,224,80,263,317
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,200,142,147,137,224,80,263,317
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,200,141,147,137,223,80,263,317
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,200,141,147,137,223,80,263,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,200,141,147,137,223,80,263,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,200,141,147,137,223,80,263,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,199,141,147,137,223,80,263,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,199,141,147,137,223,80,262,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,199,141,147,137,223,80,262,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,199,140,147,137,223,80,262,318
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,199,140,148,137,223,80,262,317
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,199,140,148,137,223,80,262,316
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,199,140,148,137,223,80,263,315
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,199,140,148,137,223,80,263,314
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,199,140,147,137,223,80,263,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,200,140,147,137,223,80,263,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
C:\Users\Kishan Pipaliya\Desktop\Sitting posture\istockphoto-1010243914-640_adpp_is.mp4,200,140,148,137,223,80,263,313
name,leftShoulderX,leftShoulderY,rightShoulderX,rightShoulderY,leftEarX,leftEarY,leftHipX,leftHipY
